videoId,title,channel,comment
ntsU1FPfo9Q,국민의힘 김문수 대선후보 등록…한덕수 “수용하고 승복” / KBS  2025.05.11.,KBS News,탄핵정권 2인자..나라 쑥대밭 만들어놓고 염치도없네
ntsU1FPfo9Q,국민의힘 김문수 대선후보 등록…한덕수 “수용하고 승복” / KBS  2025.05.11.,KBS News,하루하루 지지율이 올라갈것입니다
ntsU1FPfo9Q,국민의힘 김문수 대선후보 등록…한덕수 “수용하고 승복” / KBS  2025.05.11.,KBS News,"떡수야, 이것도 마눌의 예지몽이 필요하지??!!"
ntsU1FPfo9Q,국민의힘 김문수 대선후보 등록…한덕수 “수용하고 승복” / KBS  2025.05.11.,KBS News,김문수ᆢ니는안된다ᆢ
ntsU1FPfo9Q,국민의힘 김문수 대선후보 등록…한덕수 “수용하고 승복” / KBS  2025.05.11.,KBS News,오직 김문수 대통령  후보님 화이팅
ntsU1FPfo9Q,국민의힘 김문수 대선후보 등록…한덕수 “수용하고 승복” / KBS  2025.05.11.,KBS News,법죄자죄명이들꼭이기세요
ntsU1FPfo9Q,국민의힘 김문수 대선후보 등록…한덕수 “수용하고 승복” / KBS  2025.05.11.,KBS News,김문수 화이팅!!!!!!!!
ntsU1FPfo9Q,국민의힘 김문수 대선후보 등록…한덕수 “수용하고 승복” / KBS  2025.05.11.,KBS News,또 119 전화해서 개소리할까봐 기대된다..
ntsU1FPfo9Q,국민의힘 김문수 대선후보 등록…한덕수 “수용하고 승복” / KBS  2025.05.11.,KBS News,두분께서 큰틀에서 함께하시어 국민의 열망을 이루어주사고 한총리님의 쌍권으로 실추돤 명예 회복되어지길 바랍니다.
ntsU1FPfo9Q,국민의힘 김문수 대선후보 등록…한덕수 “수용하고 승복” / KBS  2025.05.11.,KBS News,에휴 이재명은 못이긴다
ntsU1FPfo9Q,국민의힘 김문수 대선후보 등록…한덕수 “수용하고 승복” / KBS  2025.05.11.,KBS News,이재명 못 이겨요.  안탑깝다
ntsU1FPfo9Q,국민의힘 김문수 대선후보 등록…한덕수 “수용하고 승복” / KBS  2025.05.11.,KBS News,"겸허히 수용 안하면 어쩔껀데?
지 범죄 감추려고 대선 나온다는 범죄자
한덕수..윤건희의 아바타.
국민이 우습냐?"
ntsU1FPfo9Q,국민의힘 김문수 대선후보 등록…한덕수 “수용하고 승복” / KBS  2025.05.11.,KBS News,노친네야 탈당까지 해야지 ㅋㅋㅋㅋㅋㅋ
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,이번 대선은 누가 되야 한다가 아니라 누가 되면 안된다의 싸움이다
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,자유 우파른
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,"우,,,김문수 후보님 you did it,끝까지,, 화이팅"
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,넘겼어야  대선조졌다 대국적으로 보수에 미랠 생각하고 어떻게 됐건간에 힘은 모든게  못난짓만 .. 트랜드도 못따라가고  지지하는 국민들에게 실소만 나오게하는 무식하고 세련되지 못한정치만 하니참 쯧쯧
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,난 무조건2번 찍는다
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,문수님축하
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,멋지다 김문수~~~
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,"당연하지...정식으로 뽑힌 대선 후보가 김문수 후보인데

당원들이 현명하게 판결 내려 준 것이죠"
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,"저들이 보수정치인으로보여? 골수이익집단으로 밖에 안보여, 저들은 보수가 아니라고 정신들 차려 제발좀"
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,All MY Love - 김문수대통령
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,김문수 대통령 응원합니다 먹고사는 경제 대통령이 되길
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,난  1번 찍이을거임
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,감히 극우가 대통령이 되겠다고? 떨어지는 거야 두말하면 잔소리지만 또 부정선거니 어쩌니 딴소리나 하지 말길
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,소방서 119 갑질대마왕이 대통령?ㅋㅋㅋㅋㅋ
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,30년 트로이목마 김문순대 버텨라 ㅋㅋㅋㅋ
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,불쌍한덕수
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,여당 대표가 왜 기호 2번인가요? 기호 1번이죠.
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,김문수 멋있다!!
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,축하합니다
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,김문수 얘가 도지삽니다 아니냐
kjxwTr_-YBA,"[속보] 국민의힘 김문수, 선관위 대선 후보 등록…정식 기호 2번 / YTN", YTN,한덕수 쌤통 이세상에 공짜는 없다 덕수 망신살 대박!!
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,"당연한거아닌가 난 윤석열 국짐당 은 안찍을건데 그래도
정상적인게 바른거안닌가"
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,김문수 승 축하합니다. 상대당 후보 비방보다는 자신들의 정책비젼 공약을 위주로 선거에 임하세요. 정정당당하게
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,왜 굳이...
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,이런  폭망할  일만남았다
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,나   ! 119   에  도지사  자랑질한  모질이야 ?
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,축하합니다. 이제부터대통령까지 고고
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,7범의 승리.  . . .ㅋ
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,대통령이 아니라 후보가 되고싶은분 ㅎㅎ.
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,정의는 승리한다
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,국민모두 김문수대선후보로  민족의 대서사시씁시다
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,안될거 본인도 알건데 왜 하는지 이해가 안되네
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,대통령당선으로 온힘을 모읍시다
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,"역시 김문수 온 동네가 축하분위기 입니다
열열히 응원지지합니다
반드시 대통령되십니다"
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,내란당이 쿠데타 실패하고 김문순대로. 후보 확정했네 ㅋㅋ
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,위에 두분포함 18%봅니다
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,"너무 촌티나는데
밑바닥 노동자출신인가?"
GjLRjwRmt_M,김문수 후보등록 현장,핫플 힐링로드 Hotple Healing Road,김문수대통령
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"아저씨가 정당한 권리 다시 찾은 건 축하드리는데.
글쎄... 사이비 종교인하고 붙어먹은 사람을 대통령으로?
내란 옹호하던 사람을?
꿈도 크시네..."
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"도와주셔서 감사합니다 위대한 대한민국 국민과 
이재명 대통령이 만들겠습니다"
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"위대한 나라는 당신이 신경 쓸 것 없고, 일단 그 국짐 집구석이나 단속을 하던 아님 해체 후 다시 새집을 짓던 해라."
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,전광훈 신도이면서 뉴라이트인 니가? 내란공범인 니가?
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,문수야.계엄찬성한 거 빌어라.그래도 대통령은 못되겠지만 당권은 잡을 수 있단다.뭐 그 당도 내란당으로 해체되겠지만
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,꼭 승리하세요
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,어리버리 김문수
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"기름장어랑 싸울때는 응원했었는데,이제는 우리가 헤어져야할땐가봐 문수형!"
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,위대한 나라?  국적이 어디세요?
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,대한민국을 사이비 천국으로 만들겠다는 의지!!!!
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"참으로 안타갑구나 ! 사람을 볼줄 알아야 하는데 과연 누가 국가를 위해서 더일할
능력이 있는가 판단해야 하는데 
我田引水,팔이 안으로 굽듯이 당원일부가 지지하는 것만으로 정했으니 전국민의 지지를  얼마나 받을지 모르겠다"
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"후보 당선 취소 공고 냈잖아~~~~후보 당선 취소된 사람이 어떻게  등록했니? ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ
 이 등록 무효네. 2번 갖다 버리자 ㅋㅋㅋ"
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"아싸 김문수 당첨 경축 !!
가즈아
재명이형 찍으러"
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,근데 문수씨 뉴라이트 아니세요?
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,내일 사퇴해라. 그게 나라를 위한 애국이다
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"대통령후보로~ 
존재감 증명은 되신걸로~~~거기까지!"
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,일본 식민지 만들겠지.
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,지금부터 김문순대 지지를 철회한다 ㅋ
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"당내경선에서 승리한 뒤에 놀라운 기적이 일어나 마침내 대통령후보로 등록( =김문수 ) 
도대체 뭐가 기적인 거냐? 숨쉬고 사는거~"
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"주말에는 제발 쫌 쉬자
하루도 쉴 틈을 주지않노..."
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,웃긴다. 집단내왕따가 나라를 구하겠단다.
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"대선은  물건너갔어요...대선후의 지방선거에 올인하세요.
공천으로, 썩렬이 쌍권총패거리 싹 물갈이하고, 당을 새롭게 만드세요"
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,전광훈이 떠오르는건 왜?
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,전광훈과 함께?
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"김구선생님 국적은 어디세요?
전광훈을 위해 눈물흘린 우리문수씨"
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"조금 양보해서 한덕수 같이 이재명을 이길 방법을 찾아보지 그랬나?
처음엔 지지했으나 정 떨어진다~~"
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,내란당의 뻔뻔함과 역겨움은 언제나 우리의 상상 그 이상이네요
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,반성없는 내란세력들...
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,예전  노동 운동 할때의  김문수로  돌아가면  부담 되는  경쟁자인데.. 사실  만만하기는  덕수가  꿀인데…
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,위험하다 위험해....
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,그 길은 역사의 뒤안길로 사라지는 것
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,국짐 후보들은 진짜 답이 없다. 동네 이장도 이놈들 보다 백배는 낮다.
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,제2의 박정희  대통령이  되어주세요.
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"잘 하실거라 믿습니다
응원합니다"
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,무적함대 김문수 나아가 승리한다
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"여기 댓글 참 묘하네
축하드립니다 
꼭 이기셔서 대한민국을 반석위에 올려주세요
 정상화된 나라로 가즈아"
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,6월3일 전까지만 나름 기분내세요~ 한달도 안 남았네요
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,위대한 나라를 만들고 싶다는게 진심이라면 본인의 주제를 스스로 인정하고 후보사퇴를 하셔야죠.. 경선토론때 말도 제대로 못해서 어버버하는 사람이 무슨 재주로 위대한 나라를 만듭니까? .. 불쾌하기 짝이 없네
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,이제 전광 문수 기사좀 그만 보자~ㅋㅋㅋ
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,문수  난 당신을  선택할것입니다
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,"당선?
너 마 구색이야."
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,뭐로 만든다는겨?
lYeFXQs1sqw,후보 등록 마친 김문수 “위대한 나라 만드는 데 최선 다하겠다”,오마이TV,도긴개긴
